run_number,prompt_num,clean,corrupted,restored_token,restored
733,7302,"(' Intel', 0.3304003179073334)","(' the', 0.0015076595591381192)",2,"[(' the', 0.0017365836538374424), (' the', 0.015593372285366058), (' the', 0.0067775920033454895), (' the', 0.02056701108813286), (' the', 0.03216373547911644), (' the', 0.023538513109087944), (' the', 0.00910814106464386), (' the', 0.03183829411864281), (' the', 0.02534891851246357), (' the', 0.013203369453549385), (' the', 0.01701081544160843), (' the', 0.09328465163707733), (' the', 0.054261159151792526), (' the', 0.038353148847818375), (' a', 0.002691008383408189), (' the', 0.01410262007266283), (' the', 0.004051103722304106), (' the', 0.00722857378423214), (' the', 0.0027093810494989157), (' the', 0.0024221492931246758), (' the', 0.00227972655557096), (' the', 0.0036952754016965628), (' a', 0.002335352823138237), (' the', 0.0004236222885083407)]"
734,7306,"(' Airbus', 0.43309202790260315)","(' the', 0.00028439381276257336)",0,"[(' the', 7.698549597989768e-05), (' the', 0.00017199033754877746), (' the', 0.00012891116784885526), (' the', 0.00010688365728128701), (' the', 1.962221722351387e-05), (' the', 2.8093250875826925e-05), (' the', 2.352464071009308e-05), (' the', 5.013330155634321e-05), (' the', 0.00018818958778865635), (' the', 0.0001489142596255988), (' the', 5.334956222213805e-05), (' the', 0.00010050131095340475), (' the', 1.1145896678499412e-05), (' the', 9.681602386990562e-05), (' the', 3.4151967156503815e-06), (' the', 5.808116475236602e-05), (' the', 0.000237462212680839), (' the', 1.4280329196481034e-05), (' the', 9.318468801211566e-05), (' the', 2.888698327296879e-05), (' the', 0.00023775377485435456), (' the', 3.4797549233189784e-06), (' the', 3.1309966288972646e-05), (' the', 6.64772642267053e-06)]"
734,7306,"(' Airbus', 0.43309202790260315)","(' the', 0.00028439381276257336)",1,"[(' the', 0.0008194537367671728), (' the', 0.0016454443102702498), (' the', 0.03897076100111008), (' the', 0.0006188008119352162), (' the', 0.02373221516609192), (' the', 0.012729499489068985), (' the', 0.05781969055533409), (' the', 0.06550460308790207), (' the', 0.01506185531616211), (' the', 0.040918342769145966), (' the', 0.02379588969051838), (' the', 0.005418684799224138), (' the', 0.01624828577041626), (' the', 0.001874999376013875), (' the', 0.007483575027436018), (' the', 3.557384843588807e-05), (' the', 0.002922037383541465), (' the', 0.006140456069260836), (' the', 0.008119535632431507), (' the', 0.001835295115597546), (' the', 0.0020731037948280573), (' the', 0.0012053132522851229), (' the', 0.00011687898222589865), (' the', 3.301547621958889e-05)]"
734,7306,"(' Airbus', 0.43309202790260315)","(' the', 0.00028439381276257336)",2,"[(' the', 4.794549022335559e-05), (' the', 0.00015855490346439183), (' the', 2.800312176987063e-05), (' the', 0.0001745542831486091), (' the', 0.0021219402551651), (' the', 4.135246854275465e-05), (' the', 0.0002680071338545531), (' the', 0.00048430211609229445), (' the', 0.00101382820867002), (' the', 0.0001512917224317789), (' the', 0.0014800095232203603), (':', 0.00023497517395298928), (' the', 0.0001388364180456847), (' the', 0.00021104546613059938), (' the', 0.00011262451153015718), (' the', 0.0001513058814452961), (' the', 0.0003928177466150373), (' the', 0.00011765234376071021), (' the', 6.100667633290868e-06), (' the', 0.0019166490528732538), (' the', 0.0021838846150785685), (' the', 0.00012619858898688108), (' the', 9.777364903129637e-05), (' the', 1.3004620996071026e-05)]"
734,7306,"(' Airbus', 0.43309202790260315)","(' the', 0.00028439381276257336)",3,"[(' the', 1.5755904314573854e-05), (' the', 0.00015354783681686968), (' the', 0.00028259484679438174), (' the', 0.000298133963951841), (' the', 0.001436051563359797), (' the', 0.0010692764772102237), (' the', 0.030757484957575798), (' the', 0.009322144091129303), (' the', 0.0492582805454731), (' the', 0.07052364200353622), (' the', 0.037891555577516556), (' the', 0.004604959394782782), (' the', 0.09823259711265564), (' the', 0.0016345245530828834), (' the', 0.019205007702112198), (' the', 0.01062588207423687), (' the', 0.0031714465003460646), (' the', 0.00043662291136570275), (' the', 0.0013497055042535067), (' the', 0.00014830251166131347), (' the', 0.00032926310086622834), (' the', 0.0017560074338689446), (' the', 4.02999394282233e-05), (' the', 0.00019154130131937563)]"
735,7320,"(' Google', 0.36926019191741943)","(' the', 0.0012040807632729411)",0,"[(' the', 0.0546238087117672), (' the', 0.003801206825301051), (' the', 0.0035018769558519125), (' the', 0.033430878072977066), (' the', 0.009386030957102776), (' the', 0.006895815953612328), (' the', 0.0012671408476307988), (' the', 0.00148940016515553), (' the', 0.00018931658996734768), (' the', 0.0010567980352789164), (' the', 0.007243266329169273), (' the', 0.00024979430600069463), (' the', 0.00040997861651703715), (' a', 0.000524117611348629), (' the', 0.0002468473685439676), (' the', 0.0040339757688343525), (' the', 0.00015228934353217483), (' the', 0.004917239770293236), (' the', 0.0014013018226251006), (' the', 0.004260807763785124), (' the', 0.000530325633008033), (' the', 0.0011672956170514226), (' the', 8.718574099475518e-05), (' the', 0.0009952015243470669)]"
735,7320,"(' Google', 0.36926019191741943)","(' the', 0.0012040807632729411)",1,"[(' the', 0.045947667211294174), (' the', 0.06328115612268448), (' the', 0.098154217004776), (' the', 0.04918910190463066), (' the', 0.07747826725244522), (' Google', 0.2308368980884552), (' the', 0.1822442263364792), (' the', 0.13507477939128876), (' the', 0.05885804072022438), (' the', 0.00936267338693142), (' the', 0.01450249645859003), (' the', 0.004920497070997953), (' the', 0.002512904815375805), (' the', 0.0015832788776606321), (' the', 0.0011663944460451603), (' the', 0.006463746540248394), (' the', 0.00038634208613075316), (' the', 0.0021661913488060236), (' the', 0.004197466652840376), (' the', 0.0032095478381961584), (' the', 0.004178773611783981), (' the', 0.0020413307938724756), (' the', 0.009551472030580044), (' the', 0.00041687311022542417)]"
736,7330,"(' Volvo', 0.26993513107299805)","(' the', 4.162360255577369e-06)",0,"[(' the', 1.6598556612734683e-05), (' the', 3.4314005461055785e-05), (' the', 6.6984721343033016e-06), (' the', 4.160476237302646e-05), (' the', 1.0569873666099738e-05), (' the', 2.281202432641294e-05), (' the', 4.424475264386274e-06), (' the', 3.6522873415378854e-05), (' the', 2.784372918540612e-05), (' the', 1.2270419574633706e-05), (' the', 4.011135388282128e-06), (' the', 1.020663603412686e-05), (' the', 4.1803805288509466e-06), (' the', 1.3364233382162638e-05), (' the', 2.2153308236738667e-05), (' the', 2.0034858607687056e-05), (' the', 6.492292868642835e-06), (' the', 9.936221431416925e-06), (' the', 1.4057295629754663e-05), (' the', 1.3884753570891917e-05), (' the', 1.2905450603284407e-05), (' the', 1.7483967894804664e-05), (' the', 0.00013225871953181922), (' the', 0.00011026542779291049)]"
736,7330,"(' Volvo', 0.26993513107299805)","(' the', 4.162360255577369e-06)",1,"[(' the', 7.524037755501922e-06), (' the', 0.0007953261374495924), (' the', 0.006613555829972029), (' the', 0.026558810845017433), (' the', 0.000454528460977599), (' the', 0.01908564195036888), (' the', 0.03784898295998573), (' the', 0.019408250227570534), (' the', 0.009034935384988785), (' the', 0.0010432385606691241), (' the', 0.00021621555788442492), (' the', 0.007111078593879938), (' the', 0.005707967560738325), (' the', 0.12289808690547943), (' the', 0.00014947124873287976), (' the', 0.001734943245537579), (' the', 0.0006654523313045502), (' the', 0.0007108025602065027), (' the', 0.001509074936620891), (' the', 0.00039810448652133346), (' the', 0.0005572024965658784), (' the', 0.0005350599531084299), (' the', 1.7158290575025603e-05), (' the', 2.314619632670656e-05)]"
736,7330,"(' Volvo', 0.26993513107299805)","(' the', 4.162360255577369e-06)",2,"[(' the', 4.482024087337777e-05), (' the', 1.4288967577158473e-05), (' the', 5.005626371712424e-05), (' the', 6.801687504776055e-06), (' the', 0.00032751981052570045), (' the', 1.644526309974026e-05), (' the', 4.3985797674395144e-05), (' the', 0.0006881788140162826), (' the', 3.3535030524944887e-05), (' the', 7.076047040754929e-05), (' the', 0.00019239318498875946), (' the', 3.957583430747036e-06), (' the', 7.650751285837032e-06), (' the', 7.798493606969714e-05), (' the', 2.4272869268315844e-05), (' the', 7.89762707427144e-05), (' the', 0.00012426469766069204), (' the', 7.663702126592398e-05), (' the', 0.00013843098713550717), (' the', 7.145432027755305e-05), (' the', 4.6273318730527535e-05), (' the', 4.08721316489391e-05), (' the', 1.5227941730699968e-05), (' the', 3.6779594665858895e-05)]"
736,7330,"(' Volvo', 0.26993513107299805)","(' the', 4.162360255577369e-06)",3,"[(' the', 0.0001093019382096827), (' the', 3.906034180545248e-05), (' the', 2.2519849153468385e-05), (' the', 0.00011135156819364056), (' the', 6.813250365667045e-05), (' the', 0.0004297959676478058), (' the', 0.0001190806578961201), (' the', 0.0004470755229704082), (' the', 0.000164975062943995), (' the', 7.974039908731356e-05), (' the', 0.0001123119072872214), (' the', 0.0003221948572900146), (' the', 0.0015082854079082608), (' the', 7.433081191265956e-05), (' the', 8.849104779073969e-05), (' the', 0.00011953257489949465), (' the', 0.00012109730596421286), (' the', 2.8207694413140416e-05), (' the', 3.854489477816969e-05), (' the', 3.750255928025581e-05), (' the', 8.867130418366287e-06), (' the', 1.1173093298566528e-05), (' the', 6.746336293872446e-05), (' the', 1.2640461136470549e-05)]"
737,7346,"(' Nokia', 0.5961608290672302)","(' the', 0.0002696033043321222)",0,"[(' the', 0.0007443925132974982), (' the', 0.0003492319374345243), (' the', 2.4767407012404874e-05), (' the', 0.0003157042374368757), (' the', 0.00016211824549827725), (' the', 1.6935593521338888e-05), (' the', 7.540512888226658e-05), (' the', 2.0197974663460627e-05), (' the', 0.00017323454085271806), (' the', 8.345181413460523e-05), (' the', 0.00034516790765337646), (' the', 7.589055894641206e-05), (' the', 8.319765038322657e-05), (' the', 1.0115819350176025e-05), (' the', 3.352102794451639e-05), (' the', 3.909249426214956e-05), (' the', 0.0004207564052194357), (' the', 0.00015234020247589797), (' the', 9.073464752873406e-05), (' the', 0.0001306092890445143), (' the', 0.0007374701090157032), (' the', 0.001584119745530188), (' the', 9.487289935350418e-05), (' the', 4.613292276189895e-06)]"
737,7346,"(' Nokia', 0.5961608290672302)","(' the', 0.0002696033043321222)",1,"[(' the', 0.1383998841047287), (' the', 0.01936926878988743), (' Nokia', 0.12283080816268921), (' the', 0.050314970314502716), (' the', 0.11810573190450668), (' the', 0.08074528723955154), (' the', 0.14167602360248566), (' the', 0.027074245736002922), (' the', 0.008601387962698936), (' the', 0.05457857996225357), (' the', 0.027864616364240646), (' the', 0.02713385596871376), (' the', 0.03538776934146881), (' the', 0.12535491585731506), (' the', 0.0073287272825837135), (' the', 0.007855931296944618), (' the', 0.00590676860883832), (' the', 0.0029965403955429792), (' the', 0.0016537505434826016), (' the', 0.0010810925159603357), (' the', 0.002528029726818204), (' the', 0.0003394324448890984), (' the', 0.0006840999703854322), (' the', 0.00014723779167979956)]"
737,7346,"(' Nokia', 0.5961608290672302)","(' the', 0.0002696033043321222)",2,"[(' the', 0.04098202660679817), (' the', 0.049380335956811905), (' the', 0.10593408346176147), (' the', 0.07854201644659042), (' the', 0.04002886265516281), (' the', 0.11346901208162308), (' the', 0.04039616510272026), (' the', 0.05486401170492172), (' the', 0.10551036149263382), (' the', 0.0009894468821585178), (' the', 0.0030535461846739054), (' the', 0.005410902667790651), (' the', 0.08718253672122955), (' the', 0.004714865703135729), (' the', 0.05751926451921463), (' the', 0.0007208355818875134), (' the', 0.003931870684027672), (' the', 0.0012703012907877564), (' the', 0.0004543451650533825), (' the', 0.0009041960001923144), (' the', 0.0001803133200155571), (' the', 5.991124999127351e-05), (' the', 5.463534398586489e-05), (' the', 1.2291842722333968e-05)]"
737,7346,"(' Nokia', 0.5961608290672302)","(' the', 0.0002696033043321222)",3,"[(' the', 6.494272383861244e-05), (' the', 0.00016919274639803916), (' the', 0.000562573317438364), (' the', 0.001575918635353446), (' the', 8.66344907990424e-06), (',', 4.191136213194113e-06), (' the', 0.0002867765724658966), (' the', 0.0019487336976453662), (' the', 0.0012907638447359204), (' the', 0.0013923716032877564), (' the', 0.0021539852023124695), (' the', 0.0012074110563844442), (' the', 0.0006115831201896071), (' the', 0.0001361851900583133), (' the', 0.0005357576301321387), (' the', 0.00023606327886227518), (' the', 0.00010134497279068455), (' the', 1.1137951332784723e-05), (' the', 3.3439602702856064e-05), (' the', 0.00017544096044730395), (' the', 1.2191239875392057e-05), (' the', 0.00022764410823583603), (' the', 0.0003158490580972284), (' the', 3.810418274952099e-05)]"
737,7346,"(' Nokia', 0.5961608290672302)","(' the', 0.0002696033043321222)",4,"[(' V', 7.156796527851839e-06), (' the', 0.00014555008965544403), (' the', 0.0005221024039201438), (' the', 1.9104889361187816e-05), (' the', 0.0002780925715342164), (' the', 2.1019766791141592e-05), (' the', 0.00014958925021346658), (' the', 0.0024612145498394966), (' the', 0.0006971799884922802), (' the', 0.0005789923015981913), (' the', 0.005851447582244873), (' the', 0.0026417311746627092), (' the', 0.0005292511777952313), (' the', 0.0012913806131109595), (' the', 3.7836129195056856e-05), (' the', 0.00040687460568733513), (' the', 0.00021946182823739946), (' the', 0.00013601254613604397), (' the', 3.0618757591582835e-05), (' the', 1.0685829693102278e-05), (' the', 0.0006694742478430271), (' the', 9.235118341166526e-06), (' the', 1.0742140148067847e-05), (' the', 0.00010047912655863911)]"
738,7351,"(' English', 0.09872874617576599)","(' a', 2.0828165361308493e-06)",0,"[(' a', 0.0002739114861469716), (' a', 2.4981089154607616e-05), (' a', 1.129769952967763e-05), (' a', 2.280014450661838e-05), (' a', 1.1146404176543001e-05), (' a', 6.728426797053544e-06), (' a', 1.860613156168256e-05), (' a', 9.368874998472165e-06), (' a', 1.2658510058827233e-05), (' a', 1.112413428927539e-05), (' a', 2.097077594953589e-05), (' a', 4.387972512631677e-05), (' a', 2.592855889815837e-05), (' a', 6.161005785543239e-06), (' a', 3.9017345443426166e-06), (' that', 1.7010073861456476e-05), (' a', 1.1299567631795071e-05), (' a', 9.977287845686078e-06), (' a', 2.6876181436819024e-05), (' a', 6.710273282806156e-06), (' a', 1.155810878117336e-05), (' a', 2.332442454644479e-05), (' a', 1.976224302779883e-05), (' the', 1.9787996279774234e-05)]"
738,7351,"(' English', 0.09872874617576599)","(' a', 2.0828165361308493e-06)",1,"[(' that', 3.331803236505948e-05), (' the', 3.54522344423458e-05), (' a', 4.0958202589536086e-06), (' a', 7.312480647669872e-06), (' a', 1.8433222066960298e-05), (' a', 1.3179508641769644e-05), (' a', 2.2169446310726926e-05), (' a', 1.6487909306306392e-05), (' a', 2.0370798665680923e-05), (' a', 2.31087178690359e-05), (' a', 1.997285107790958e-05), (' a', 1.4839184586890042e-05), (' a', 1.918322050187271e-05), (' a', 1.2599375622812659e-05), (' a', 1.9960274585173465e-05), (' a', 0.00010273588122799993), (' a', 7.158173502830323e-06), (' a', 6.0830952861579135e-06), (' a', 2.2512429495691322e-05), (' a', 1.5708197679487057e-05), (' a', 1.4949601791158784e-05), (' a', 1.1822671694972087e-05), (' a', 3.0958377465140074e-05), (' a', 1.541065466881264e-05)]"
738,7351,"(' English', 0.09872874617576599)","(' a', 2.0828165361308493e-06)",2,"[(' a', 0.0005706186057068408), (' a', 0.0033939548302441835), (' a', 0.00015304397675208747), (' a', 0.004472138825803995), (' the', 0.014731903560459614), (' the', 0.02594933658838272), (' a', 0.008643747307360172), (' a', 0.005006263963878155), (' a', 0.0008016448118723929), (' the', 0.00790175050497055), (' a', 2.530445453885477e-05), (' a', 0.0018463964806869626), (' the', 0.004802522249519825), (' the', 0.0016378408763557673), (' a', 0.00032253190875053406), (' the', 2.1351790564949624e-05), (' a', 5.861621684744023e-05), (' a', 2.0369419871713035e-05), (' a', 5.864660852239467e-05), (' a', 5.270481779007241e-05), (' a', 3.740897591342218e-05), (' that', 2.1958709112368524e-05), (' a', 2.4236740500782616e-05), (' a', 1.7486896467744373e-05)]"
739,7355,"(' Microsoft', 0.40069395303726196)","(' the', 0.0028273018542677164)",0,"[(' the', 0.029680326581001282), (' the', 0.0008203840116038918), (' the', 0.00291255465708673), (' the', 0.004260821267962456), (' the', 0.004463686142116785), (' the', 0.0015929711516946554), (' the', 0.004699327517300844), (' the', 0.009295334108173847), (' the', 0.0024145282804965973), (' the', 0.015420449897646904), (' the', 0.005189049523323774), (' the', 0.009817627258598804), (' the', 0.004028457682579756), (' the', 0.016004085540771484), (' the', 0.013524645939469337), (' the', 0.009169069118797779), (' the', 0.00041550068999640644), (' the', 0.00010923838999588042), (' the', 0.00855068489909172), (' the', 0.0011170210782438517), (' the', 0.001259937067516148), (' the', 0.001651537837460637), (' the', 0.0042152306996285915), (' the', 0.00018148690287489444)]"
739,7355,"(' Microsoft', 0.40069395303726196)","(' the', 0.0028273018542677164)",1,"[(' the', 0.2088497132062912), (' the', 0.15479262173175812), (' the', 0.07024054229259491), (' the', 0.14838294684886932), (' the', 0.1696595400571823), (' Microsoft', 0.2651369571685791), (' Microsoft', 0.3000663220882416), (' the', 0.1389215588569641), (' the', 0.21805942058563232), (' the', 0.15336847305297852), (' Microsoft', 0.16780732572078705), (' the', 0.2381298840045929), (' the', 0.10662569105625153), (' Microsoft', 0.2512769401073456), (' the', 0.04074959456920624), (' the', 0.04927964508533478), (' the', 0.07166652381420135), (' the', 0.028901807963848114), (' the', 0.010266156867146492), (' the', 0.02084404043853283), (' the', 0.01025514304637909), (' the', 0.002322846557945013), (' the', 0.01050700806081295), (' the', 0.0018844347214326262)]"
739,7355,"(' Microsoft', 0.40069395303726196)","(' the', 0.0028273018542677164)",2,"[(' the', 0.0034063109196722507), (' the', 0.027292922139167786), (' the', 0.004005236551165581), (' the', 0.02690134570002556), (' the', 0.004139251541346312), (' the', 0.004238415043801069), (' the', 0.02838132716715336), (' the', 0.02462507039308548), (' the', 0.0057099428959190845), (' the', 0.01607918180525303), (' the', 0.008837124332785606), (' the', 0.013352731242775917), (' the', 0.01880701072514057), (' the', 0.018794896081089973), (' the', 0.014285759069025517), (' the', 0.0023774132132530212), (' the', 0.0008395269978791475), (' the', 0.004350542556494474), (' the', 0.003691317979246378), (' the', 0.00870478991419077), (' the', 0.004301805514842272), (' the', 0.005954788997769356), (' the', 0.011032406240701675), (' the', 0.0020487529691308737)]"
740,7377,"(' English', 0.09934589266777039)","(' the', 0.03223111480474472)",2,"[(' English', 0.09715498983860016), (' English', 0.10353593528270721), (' English', 0.12408769130706787), (' English', 0.10713854432106018), (' English', 0.11717556416988373), (' English', 0.11468370258808136), (' the', 0.08016620576381683), (' the', 0.03468438237905502), (' the', 0.040037527680397034), (' the', 0.06237170845270157), (' the', 0.06384508311748505), (' the', 0.02452947199344635), (' spoken', 0.0446510836482048), (' the', 0.026819024235010147), (' spoken', 0.007289689965546131), (' spoken', 0.02126683108508587), (' the', 0.01915573887526989), (' spoken', 0.0402587354183197), (' spoken', 0.052348311990499496), (' spoken', 0.029028329998254776), (' the', 0.06004472076892853), (' the', 0.07525952905416489), (' the', 0.03694799542427063), (' used', 0.0013150915037840605)]"
741,7379,"(' Antarctica', 0.3176731467247009)","(' the', 0.06378646194934845)",0,"[(' Antarctica', 0.09957843273878098), (' the', 0.05479065701365471), (' the', 0.014321038499474525), (' the', 0.017410194501280785), (' the', 0.012091067619621754), (' the', 0.027569003403186798), (' the', 0.004111995454877615), (' the', 0.012294700369238853), (' the', 0.012827706523239613), (' the', 0.03526778519153595), (' the', 3.0528441129717976e-05), (' the', 0.000881445943377912), (' Africa', 0.05200336501002312), (' the', 0.05805634334683418), (' the', 0.011102545075118542), (' the', 0.03148762509226799), (' the', 0.028057100251317024), (' the', 0.001388022443279624), (' the', 0.003949588630348444), (' the', 0.05858265236020088), (' the', 0.013923143036663532), (' the', 0.004106109030544758), (' the', 0.0016183560946956277), (' Europe', 0.03891432285308838)]"
741,7379,"(' Antarctica', 0.3176731467247009)","(' the', 0.06378646194934845)",1,"[(' the', 0.005326298531144857), (' the', 0.0067380634136497974), (' Africa', 0.026745716109871864), (' the', 0.021371979266405106), (' the', 0.023544808849692345), (' the', 0.00048207081272266805), (' Africa', 0.054090600460767746), (' the', 0.0019666734151542187), (' Africa', 0.030289756134152412), (' the', 0.007457193452864885), (' the', 0.0025383553002029657), (' Europe', 0.008890548720955849), (' the', 0.002640244085341692), (' the', 0.004738359712064266), (' the', 0.0016743327723816037), (' the', 1.6735100871301256e-05), (' the', 0.04435020685195923), (' the', 0.029133498668670654), (' the', 0.0030579084996134043), (' the', 0.023108461871743202), (' the', 0.0050554657354950905), (' Africa', 0.052021708339452744), (' Africa', 0.03759140148758888), (' the', 0.02920607663691044)]"
741,7379,"(' Antarctica', 0.3176731467247009)","(' the', 0.06378646194934845)",2,"[(' Antarctica', 0.04356371611356735), (' the', 0.009096129797399044), (' the', 0.010683233849704266), (' the', 0.01942986063659191), (' the', 0.0036446917802095413), (' the', 0.007530410308390856), (' the', 0.005208444315940142), (' Africa', 0.0829685777425766), (' the', 0.0017780481139197946), (' the', 0.018494267016649246), (' the', 0.004258196335285902), (' the', 0.001964448019862175), (' the', 8.562736184103414e-05), (' the', 0.0048345536924898624), (' the', 0.027564050629734993), (' the', 0.00031233899062499404), (' the', 0.011404208838939667), (' the', 0.01701861433684826), (' the', 0.009747128933668137), (' the', 0.03224680572748184), (' Africa', 0.05495389923453331), (' Antarctica', 0.06865182518959045), (' the', 0.12376087158918381), (' Antarctica', 0.13722601532936096)]"
741,7379,"(' Antarctica', 0.3176731467247009)","(' the', 0.06378646194934845)",3,"[(' the', 0.023604489862918854), (' the', 0.017579972743988037), (' the', 0.022163955494761467), (' the', 0.02877999283373356), (' the', 0.021507900208234787), (' the', 0.006050495896488428), (' the', 0.06882888823747635), (' the', 0.03944908827543259), (' Antarctica', 0.1028682291507721), (' Antarctica', 0.22893814742565155), (' the', 0.0001291725639021024), (' the', 0.0767500102519989), (' the', 0.04798180237412453), (' O', 0.005000532604753971), (' Antarctica', 0.13310545682907104), (' the', 0.002088970271870494), (' the', 0.08187700062990189), (' the', 0.016038352623581886), (' the', 0.0003276382340118289), (' the', 0.01288139633834362), (' the', 0.0037551289424300194), (' the', 0.006679297890514135), (' the', 0.0005972369108349085), (' Antarctica', 0.1700013130903244)]"
742,7382,"(' Japan', 0.2575015127658844)","(' the', 0.0017572686774656177)",0,"[(' the', 0.022553708404302597), (' the', 0.006662423722445965), (' the', 0.00034488484379835427), (' the', 0.0012708307476714253), (' the', 0.0009760458488017321), (' the', 0.001231555244885385), (' the', 0.002815170446410775), (' the', 0.008793938905000687), (' the', 0.0010672893840819597), (' the', 0.0005785610410384834), (' the', 0.00043116274173371494), (' the', 0.0029881142545491457), (' the', 0.0007508767303079367), (' the', 0.0024307402782142162), (' the', 0.00036282374639995396), (' the', 0.004158695228397846), (' the', 0.002135586692020297), (' the', 0.0009932060493156314), (' the', 0.0015322468243539333), (' the', 0.0009230251889675856), (' the', 0.000244590308284387), (' the', 0.003962802700698376), (' the', 0.0003592400171328336), (' a', 5.6614328059367836e-05)]"
742,7382,"(' Japan', 0.2575015127658844)","(' the', 0.0017572686774656177)",1,"[(' the', 0.008413609117269516), (' the', 0.015095687471330166), (' the', 0.002450612373650074), (' the', 0.0024643302895128727), (' the', 0.003998477011919022), (' the', 0.0023079633247107267), (' the', 0.000786106800660491), (' the', 0.004262590780854225), (' the', 0.004214422311633825), (' the', 0.0037342810537666082), (' the', 0.0007891866844147444), (' the', 0.007001128979027271), (' the', 0.0024187853559851646), (' the', 0.005808545276522636), (' the', 0.00026363926008343697), (' the', 0.00803194846957922), (' the', 0.0013490214478224516), (' a', 0.00010609797755023465), (' the', 0.001805049367249012), (' the', 0.005650221835821867), (' the', 0.0002768999838735908), (' a', 0.0006966990767978132), (' the', 0.001052941894158721), (' the', 0.0008122592116706073)]"
742,7382,"(' Japan', 0.2575015127658844)","(' the', 0.0017572686774656177)",2,"[(' the', 0.001553538255393505), (' the', 0.0020115470979362726), (' the', 0.052765797823667526), (' the', 0.00824753474444151), (' the', 0.09218230843544006), (' the', 0.03673296794295311), (' the', 0.09713732451200485), (' the', 0.13574591279029846), (' the', 0.011791685596108437), (' the', 0.03843934088945389), (' the', 0.06978275626897812), (' the', 0.04404592141509056), (' the', 0.06676390767097473), (' the', 0.0723130851984024), (' the', 0.013949654065072536), (' the', 0.012423156760632992), (' the', 0.04592852666974068), (' the', 0.0006511558894999325), (' the', 0.08350261300802231), (' the', 0.01453478541225195), (' the', 0.023044204339385033), (' the', 0.00024671154096722603), (' the', 0.0005182006862014532), (' the', 0.0005037660012021661)]"
742,7382,"(' Japan', 0.2575015127658844)","(' the', 0.0017572686774656177)",3,"[(' the', 0.004709716886281967), (' the', 0.0026000752113759518), (' the', 0.005250934977084398), (' the', 0.007291507441550493), (' the', 0.004709052387624979), (' the', 0.003135234583169222), (' the', 0.002365869702771306), (' the', 0.004592857789248228), (' the', 0.0020000177901238203), (' the', 0.0038640655111521482), (' the', 0.0023416616022586823), (' the', 0.0008043387206271291), (' the', 0.000513831211719662), (' the', 0.003434504149481654), (' the', 0.009089675731956959), (' the', 0.031375497579574585), (' the', 0.010674780234694481), (' the', 0.006897761486470699), (' the', 0.01242496445775032), (' the', 0.001949230907484889), (' the', 0.0034010009840130806), (' the', 0.0010239924304187298), (' the', 0.0019034467404708266), (' the', 0.0006272280006669462)]"
742,7382,"(' Japan', 0.2575015127658844)","(' the', 0.0017572686774656177)",4,"[(' the', 0.0030455647502094507), (' the', 0.003420352702960372), (' the', 0.001239826437085867), (' the', 0.03569210320711136), (' the', 0.13377206027507782), (' the', 0.16843964159488678), (' the', 0.08996912091970444), (' the', 0.01246345043182373), (' the', 0.028700264170765877), (' the', 0.09932063519954681), (' the', 0.06330189853906631), (' the', 0.06471367180347443), (' the', 0.096335269510746), (' the', 0.0524730384349823), (' the', 0.08826810121536255), (' the', 0.08226528018712997), (' the', 0.026768172159790993), (' the', 0.03492848575115204), (' the', 0.016468221321702003), (' the', 0.03434877097606659), (' the', 0.022077051922678947), (' the', 0.000470926082925871), (' the', 0.000457353686215356), (' the', 0.0011997089022770524)]"
743,7405,"(' Europe', 0.4139400124549866)","(' the', 0.02778724394738674)",0,"[(' the', 0.058485209941864014), (' the', 0.038729116320610046), (' the', 0.0374993160367012), (' the', 0.015668030828237534), (' Africa', 0.11722259968519211), (' the', 0.02991616539657116), (' the', 0.030826356261968613), (' the', 0.01965378038585186), (' the', 0.014627276919782162), (' the', 0.03556329011917114), (' the', 0.011921300552785397), (' the', 0.015371851623058319), (' the', 0.022384721785783768), (' the', 0.02300119213759899), (' the', 0.017996009439229965), (' the', 0.05441048741340637), (' the', 0.023136764764785767), (' Z', 0.0001977364154299721), (' the', 0.12460054457187653), (' the', 0.008634079247713089), (' the', 0.07305695116519928), (' the', 0.0037393735256046057), (' the', 8.580163921578787e-07), (' the', 0.023840200155973434)]"
743,7405,"(' Europe', 0.4139400124549866)","(' the', 0.02778724394738674)",1,"[(' O', 0.002879250328987837), (' Antarctica', 0.033505916595458984), (' the', 0.027630286291241646), (' the', 0.11854739487171173), (' the', 0.039050061255693436), (' Europe', 0.11975550651550293), (' the', 0.021230289712548256), (' the', 0.023032842203974724), (' the', 0.009258285164833069), (' the', 0.015333987772464752), (' the', 0.044576846063137054), (' the', 0.05199325084686279), (' the', 0.10437081754207611), (' the', 0.07167702168226242), (' origin', 0.03270929679274559), (' the', 0.02084990218281746), ("" '"", 0.011192986741662025), (' the', 0.030220119282603264), (' the', 0.02020386978983879), (' the', 0.07856791466474533), (' the', 0.012190583162009716), (' the', 0.04101843014359474), (' the', 0.007395104970782995), (' the', 0.001410295139066875)]"
